plastic_bottles_recycled,aluminum_cans_recycled,paper_recycled_kg,cardboard_recycled_kg,glass_bottles_recycled,reusable_bags_used,reusable_water_bottle_uses,miles_biked,miles_walked,miles_public_transit,miles_carpooled,vegetarian_meals,vegan_meals,local_food_kg,led_bulb_hours,cold_water_laundry_loads,line_dried_loads,composting_kg,co2_saved_kg
1,1,0.22,0.04,2,4,0,9.6,4.9,18.63,11.05,0,1,1.01,2.5,2,1,1.73,22.7
6,1,0.45,1.64,0,4,4,7.1,2.7,9.88,7.7,1,0,1.39,14.54,1,2,1.47,20.58
2,1,0.57,0.64,0,0,3,10.36,0.8,0.3,6.74,1,0,1.66,20.0,0,1,0.3,13.8
3,4,0.33,1.27,0,0,4,3.96,2.74,3.99,0.3,1,2,1.4,15.76,1,2,2.31,23.46
1,3,1.54,0.95,3,4,2,3.6,0.91,8.92,3.67,3,0,0.54,8.34,0,1,2.42,19.83
3,3,0.96,0.77,1,3,5,2.25,4.0,19.44,3.22,1,1,2.24,6.76,0,1,1.62,20.92
3,0,1.26,1.94,3,2,2,6.75,4.87,13.78,13.43,1,0,2.21,6.97,1,2,2.17,24.43
6,4,0.87,1.28,2,4,3,5.83,2.11,2.12,14.07,1,2,2.25,1.71,2,0,0.53,22.4
0,2,0.38,0.91,2,3,3,8.75,3.45,2.28,9.85,3,1,0.09,9.96,1,0,1.4,22.71
1,4,0.93,0.63,3,3,2,4.19,3.53,10.75,7.04,2,1,1.91,15.84,0,2,0.42,24.56
0,2,2.62,0.82,0,3,1,9.99,4.4,12.14,12.91,2,0,0.32,2.22,1,2,0.21,25.95
0,1,1.42,0.62,1,4,4,1.52,4.08,18.37,11.67,0,1,2.63,7.67,1,0,0.23,17.32
0,3,1.81,1.96,0,1,5,9.03,3.96,4.66,13.95,3,0,0.05,3.09,1,1,1.38,24.99
5,2,0.27,1.29,3,0,5,6.51,1.11,2.94,8.6,1,2,0.71,8.53,1,2,2.59,25.29
4,4,0.07,0.1,2,3,5,10.58,4.47,10.49,2.05,2,2,1.89,20.59,0,0,2.96,26.03
0,2,1.94,1.75,2,2,1,0.11,0.01,1.95,1.52,0,2,0.61,21.47,2,0,2.93,16.07
7,3,0.82,1.02,0,3,3,10.22,2.17,15.17,1.46,1,0,2.26,10.21,0,1,2.67,19.25
1,0,1.6,1.91,2,3,3,9.6,1.39,16.64,1.43,3,2,2.7,12.98,0,2,0.63,33.21
2,2,1.08,0.91,1,0,3,5.07,0.86,7.16,2.89,2,1,0.56,11.74,1,0,0.69,17.79
3,2,0.08,0.28,3,1,1,8.27,0.35,17.2,11.67,3,2,2.3,0.3,2,2,0.2,33.24
5,2,0.68,1.07,2,0,1,8.46,0.78,13.0,1.26,3,1,1.43,15.69,2,1,0.61,26.31
0,3,2.46,1.13,1,2,5,1.52,0.24,17.56,1.2,0,1,2.88,8.88,2,2,2.59,21.82
0,4,1.11,0.59,2,1,2,7.96,3.7,8.82,13.32,2,1,2.36,11.0,1,1,2.7,26.41
7,3,2.95,1.62,3,0,3,0.54,0.75,8.47,2.8,3,2,2.31,19.02,2,2,0.28,31.26
0,2,2.95,0.66,0,2,1,0.48,4.14,12.15,7.86,1,1,0.52,6.19,2,2,2.33,24.21
4,4,2.12,1.52,2,1,4,10.13,3.37,6.09,0.53,0,2,1.76,7.16,2,1,2.49,24.94
0,2,2.76,0.58,2,2,3,10.0,0.44,12.62,7.56,2,0,2.95,5.82,0,0,1.29,19.44
0,1,2.37,1.06,0,2,1,1.46,0.39,13.6,6.11,2,0,1.83,5.39,0,2,1.63,19.77
4,1,2.48,1.26,2,0,0,6.46,3.36,1.99,5.71,0,0,0.12,13.12,0,1,2.69,13.95
3,2,1.89,0.09,2,2,2,7.86,1.7,6.45,6.37,2,1,1.38,6.57,2,1,1.49,23.69
6,2,2.87,1.77,0,0,5,2.05,4.3,10.64,6.16,0,0,1.9,1.03,2,1,1.09,16.81
0,4,2.98,1.63,0,4,4,7.02,1.07,17.78,14.9,1,1,1.55,16.6,0,1,2.42,26.55
4,3,0.64,0.16,1,1,3,8.07,4.93,18.24,10.76,0,1,0.72,4.48,1,1,0.22,21.32
0,4,1.17,1.53,1,3,1,10.83,0.25,10.48,0.49,3,0,2.66,8.68,2,0,1.89,21.71
0,0,2.27,0.21,1,3,1,10.31,1.1,3.08,13.65,3,0,2.36,22.61,2,1,1.41,24.63
4,3,1.2,0.72,1,2,2,8.62,2.2,2.85,9.61,3,0,1.91,14.11,0,0,1.94,19.48
5,0,2.76,1.31,2,1,2,6.3,3.0,11.33,9.81,3,0,2.91,15.75,1,1,1.22,25.71
5,0,1.38,1.7,2,1,0,4.17,0.94,6.96,10.2,0,0,1.23,4.41,0,1,1.02,12.5
7,0,0.42,0.44,0,2,1,11.88,4.4,0.91,6.35,0,0,0.4,20.34,2,0,2.79,13.87
6,3,2.03,1.32,3,1,2,11.87,1.98,19.82,2.34,3,0,0.27,6.52,2,2,2.56,31.22
7,1,2.52,1.35,3,3,3,4.21,0.1,19.54,1.0,3,1,0.94,14.1,0,2,0.42,28.43
2,4,0.98,0.11,0,0,2,7.87,0.6,17.59,11.69,2,0,0.95,12.31,0,2,2.59,23.97
5,2,0.74,1.5,0,1,1,4.5,4.41,19.01,10.75,2,1,1.92,9.94,0,2,0.35,27.49
7,3,1.43,1.67,3,2,3,6.2,2.42,8.86,4.54,2,0,1.47,9.72,2,0,1.66,19.49
5,2,1.17,1.0,3,3,3,7.52,0.41,17.61,0.77,2,1,2.34,2.8,2,1,0.13,24.53
1,0,0.92,1.12,1,2,5,9.14,4.77,7.43,12.44,2,1,2.42,15.78,2,0,0.91,24.51
4,3,1.15,0.41,3,1,3,0.14,2.7,11.47,13.71,0,0,1.63,11.32,1,2,2.9,17.61
2,4,2.35,1.07,1,1,5,5.26,0.33,19.14,11.9,0,2,2.95,8.29,1,0,2.75,24.21
4,3,1.74,1.04,1,2,5,6.67,0.53,19.28,8.6,0,2,0.93,19.21,2,1,2.61,26.91
5,1,2.67,1.19,0,1,1,2.97,4.28,18.41,13.53,2,2,2.53,14.24,0,1,1.48,30.64
7,3,0.9,0.32,3,4,1,8.68,0.13,11.41,13.26,1,2,1.22,22.23,2,2,1.38,29.91
